,epochs,base_train_losses,base_test_losses,train_losses,test_losses,centered_train_losses,centered_test_losses
0,2,2863.269958673449,2827.2532140510734,2827.262243939116,2732.5394705649155,-36.007714734332694,-94.71374348615791
1,4,2626.009074429074,2580.684259123045,2580.6928418740454,2552.2577934454566,-45.31623255502882,-28.426465677588567
2,6,2500.0249953161087,2443.137369951002,2443.143408938934,2457.3141064492074,-56.8815863771747,14.176736498205628
3,8,2413.5464744423302,2347.7952422088297,2347.800100398198,2373.9571396319275,-65.74637404413215,26.1618974230978
4,10,2344.6123159273498,2271.9431321303578,2271.9475082999816,2304.934527232199,-72.66480762736819,32.991395101841135
5,12,2273.565777699306,2202.9960919976284,2203.0000167868934,2243.2503224228685,-70.56576091241277,40.254230425240166
6,14,2214.9358792352673,2141.687587234209,2141.691502365244,2185.668811765555,-73.24437687002319,43.981224531346015
7,16,2161.7460303784146,2086.2708115202504,2086.274725853344,2134.6739413935566,-75.47130452507054,48.40312987330617
8,18,2109.8169650386208,2032.5204943962042,2032.52442631837,2085.6258930237645,-77.29253872025083,53.10539862756036
9,20,2062.4380873736773,1979.5027669425997,1979.506733810664,2040.4680794758417,-82.93135356301332,60.96531253324201
10,22,2041.6682308364911,2071.3544607652548,2071.3582096166383,1978.1108400057547,29.689978780147158,-93.24362075950012
11,24,1941.0194032151692,1947.7640592855494,1947.7690380224221,1900.9699821009808,6.74963480725296,-46.79407718456855
12,26,1868.2463708180642,1859.9603995701266,1859.9653243434238,1837.3921589083104,-8.281046474640334,-22.568240661816162
13,28,1809.940682123662,1786.035443809368,1786.0411458904127,1789.8291303104622,-23.899536233249364,3.793686501094271
14,30,1776.6194033612014,1729.5035877140433,1729.510162376535,1758.189842798576,-47.109240984666485,28.686255084532604
15,32,1729.5968212199807,1673.4725707512205,1673.4794807009703,1698.1531714791595,-56.11734051901044,24.68060072793901
16,34,1669.4807844430952,1621.8565851968374,1621.8636465239897,1643.102590419132,-47.61713791910552,21.24600522229457
17,36,1616.4955347266593,1569.075276721774,1569.082609756985,1589.9605502754005,-47.41292496967435,20.885273553626575
18,38,1563.5939775295703,1509.5643661532142,1509.5722094265652,1536.4342917391866,-54.021768103005115,26.869925585972396
19,40,1508.4966034593733,1449.98977063637,1449.9984621251035,1479.8734606750347,-58.4981413342698,29.88369003866478
20,42,1621.5717841760695,1572.570026347523,1572.5765523621656,1560.9410599165183,-48.995231813903956,-11.628966431004756
21,44,1521.5165795284656,1463.415891643394,1463.4218458063706,1494.8029702912354,-58.09473372209504,31.387078647841463
22,46,1474.723783181324,1395.1637305429558,1395.1699256640916,1445.576371828862,-79.55385751723247,50.41264128590615
23,48,1424.8487932197243,1336.0906719378015,1336.0971152017603,1402.857656434552,-88.75167801796397,66.76698449675041
24,50,1379.424284585751,1285.5004602891029,1285.5075068208705,1349.9368620957118,-93.91677776488041,64.43640180660896
25,52,1320.0500314575509,1225.9653212017524,1225.9726344682435,1289.67578416994,-94.07739698930732,63.710462968187585
26,54,1263.3536718967373,1167.0346938823357,1167.0426884721685,1243.7152202008717,-96.3109834245688,76.68052631853607
27,56,1214.2523654543015,1112.3590125031026,1112.3677519342555,1184.7339438798867,-101.88461352004606,72.37493137678416
28,58,1158.847832104998,1055.3627040843257,1055.3711749347467,1137.185796112601,-103.4766571702512,81.82309202827537
29,60,1115.906763529195,1005.2974529657613,1005.3058834315761,1095.1610436749684,-110.60088009761876,89.86359070920707
30,62,1264.3699491976583,1179.0008580658757,1179.0088554015708,1222.9024986346737,-85.36109379608752,43.90164056879803
31,64,1219.4688734638378,1013.563476866087,1013.5707647748726,1252.4899024786448,-205.89810868896518,238.92642561255786
32,66,1316.4937951027343,946.3867808550496,946.3942563263133,1348.823286095307,-370.099538776421,402.43650524025736
33,68,1315.7286454770815,927.4717522521426,927.4788419121757,1285.1925535317105,-388.24980356490585,357.7208012795679
34,70,1250.764571492652,870.5923983698142,870.5996505725149,1208.082085563424,-380.1649209201372,337.4896871936098
35,72,1158.2632742671688,809.6929677239191,809.7004731170082,1118.9129759851337,-348.56280115016057,309.2200082612146
36,74,1090.9403066962293,746.0664872493949,746.0739711829201,1073.3859214799297,-344.8663355133092,327.31943423053485
37,76,1066.8568744940615,685.5654054910957,685.5731392031512,1067.2562597894462,-381.2837352909103,381.6908542983505
38,78,1070.2561099464126,629.024172922951,629.0324315159392,1063.8319698203384,-441.22367843047346,434.80779689738733
39,80,1044.9085657050734,576.2718403312055,576.2800635489175,1022.1431320258511,-468.62850215615595,445.8712916946456
40,82,1029.2107173267204,911.754492980389,911.7623172472659,901.0853677533177,-117.44840007945459,-10.66912522707139
41,84,840.2355184936636,658.0820199677715,658.0914844235316,837.8608707799866,-182.14403407013197,179.77885081221507
42,86,831.5150536676206,621.5231427321911,621.534335293464,804.9953059395176,-209.9807183741566,183.4721632073265
43,88,788.1773303377034,586.3891119023082,586.3998041638741,777.759606605781,-201.7775261738293,191.3704947034728
44,90,766.8662130558901,549.9980438280745,550.0088742032219,753.7855211002287,-216.85733885266814,203.7874772721542
45,92,736.1944427737413,485.47192736386324,485.48319855816777,715.2379973257351,-250.71124421557357,229.7660699618719
46,94,694.5466538506262,408.47913458126607,408.4899269575467,677.8993809389667,-286.0567268930795,269.42024635770065
47,96,664.7396521885267,339.9240747569008,339.93454316721426,641.9549396240086,-324.8051090213125,302.0308648671078
48,98,621.4085870271762,279.5131722056758,279.52301256441035,595.3148370994186,-341.8855744627658,315.8016648937428
49,100,565.0508164247061,229.212735157349,229.22230909892613,536.7497642955467,-335.82850732578,307.5370291381977
50,102,729.2096574012552,623.8326266461848,623.8412667961511,571.6238221502967,-105.36839060510408,-52.2088044958881
51,104,563.617807864455,301.91160691308863,301.9200759030447,638.4783885506966,-261.69773196141034,336.566781637608
52,106,708.6910797734774,300.92603378553025,300.934439688726,689.3237921439083,-407.75664008475144,388.3977583583781
53,108,622.2646380251585,244.2280018755565,244.2364053459569,562.7663640862015,-378.02823267920166,318.538362210645
54,110,528.1857788678963,213.70201027973752,213.71117338868297,500.95879365277716,-314.4746054792133,287.25678337303964
55,112,481.22753423252055,130.0152639803963,130.0249123267069,468.80480971756793,-351.20262190581366,338.78954573717164
56,114,458.44045185447993,50.85640320430636,50.866985920985314,461.55186147859445,-407.5734659334946,410.69545827428806
57,116,440.9727650151285,-5.555861561360117,-5.544559005912427,400.6718662609155,-446.51732402104096,406.22772782227565
58,118,362.1997423123025,-59.73193828739994,-59.72091882835488,329.31193608133293,-421.92066114065733,389.0438743687329
59,120,303.70374605808786,-104.09563331897198,-104.08425777805456,287.4461207384023,-407.7880038361424,391.5417540573743
